listing_id,role_bucket,title,company,location,sources,source_urls,posted_at,fetched_at,certifications,yoe_min,yoe_max,degree,clearance,salary_min,salary_max,schedule_signals,technical_skills,seniority_signal,remote_arrangement,llm_used
c7e9f19416d28b51,junior_soc,Principal Security Operations Analyst- West Coast,Huntress,United States of America,greenhouse,https://job-boards.greenhouse.io/huntress/jobs/7627004003,2026-05-21T14:11:47-04:00,2026-05-25T02:00:59Z,,6,,,,190000,225000,,PowerShell|Python|Bash|Active Directory|Linux|Office 365 / M365|Group Policy,unclear,unspecified,False
