listing_id,role_bucket,title,company,location,sources,source_urls,posted_at,fetched_at,certifications,yoe_min,yoe_max,degree,clearance,salary_min,salary_max,schedule_signals,technical_skills,seniority_signal,remote_arrangement,llm_used
7f9742e7ed14a033,help_desk_it_admin,IT Service Desk Specialist,Abercrombie & Fitch,"Columbus, OH, US",indeed,https://www.indeed.com/viewjob?jk=1dacd03d3f8e3e74,2026-06-09,2026-06-09T20:41:24Z,,,,bachelor,,,,,,entry,unspecified,False
3c797532033689cc,help_desk_it_admin,IT Service Desk Specialist,PathAI,"Boston, MA, US",indeed,https://www.indeed.com/viewjob?jk=bdd84263d634afbc,2026-06-09,2026-06-09T20:41:24Z,,,,,,,,,Linux|Office 365 / M365,unclear,unspecified,False
a9d45e06d5c3bc3f,help_desk_it_admin,Helpdesk Specialist (Warehousing experience),Luxoft,"San Antonio, TX, US",indeed,https://www.indeed.com/viewjob?jk=9fc9ded09cb052ef,2026-06-09,2026-06-09T20:41:24Z,,,,high_school,,,,,Ticketing (ServiceNow/Jira)|Office 365 / M365,unclear,unspecified,False
b10490c309f0424e,help_desk_it_admin,Junior Program Analyst/Technical Support,Ventus Solutions,"Arlington, VA, US",indeed,https://www.indeed.com/viewjob?jk=c653517ba8b3c0ba,2026-06-09,2026-06-09T20:41:24Z,,,,bachelor,secret,,,,,entry,unspecified,False
5852ca12b1f1548f,help_desk_it_admin,IT Support Analyst,Lancaster Country Day School,"Lancaster, PA, US",indeed,https://www.indeed.com/viewjob?jk=43d1aad477c46e1c,2026-06-09,2026-06-09T20:41:24Z,,,,bachelor,,,,,Active Directory,unclear,unspecified,False
897cfb75a8a64473,help_desk_it_admin,Help Desk Specialist,Candid Global Technologies,"San Antonio, TX, US",indeed,https://www.indeed.com/viewjob?jk=4524dc91fa56afb8,2026-06-09,2026-06-09T20:41:24Z,,,,high_school,,,,,Ticketing (ServiceNow/Jira)|Office 365 / M365,unclear,unspecified,False
7ce46e7309190d3e,help_desk_it_admin,Service Desk Support Analyst,Arnall Golden Gregory LLP,"Atlanta, GA, US",indeed,https://www.indeed.com/viewjob?jk=401ee7462e41ff96,2026-06-09,2026-06-09T20:41:24Z,,,,,,,,,,unclear,unspecified,False
b0543e3047169cc9,help_desk_it_admin,Technical Support Engineer I - Campus Commerce Solutions,Transact Campus,"Ithaca, NY, US",indeed,https://www.indeed.com/viewjob?jk=645eda5c2b360ae9,2026-06-01,2026-06-09T20:41:24Z,,1,2,bachelor,,,,,,entry,unspecified,False
3927d29502114f44,help_desk_it_admin,Systems Administrator - Associate,"Nexagen Networks, Inc.","Rock Island, IL, US",indeed,https://www.indeed.com/viewjob?jk=29fe83a98f9ab92f,2026-06-09,2026-06-09T20:41:24Z,,2,,bachelor,,70000,85000,,Active Directory|Linux|Group Policy,entry,unspecified,False
0e0571645c0ef5cf,help_desk_it_admin,Systems Administrator - Data Analytics,United Franchise Group,"West Palm Beach, FL, US",indeed,https://www.indeed.com/viewjob?jk=bd21fdaaa592260a,2026-06-09,2026-06-09T20:41:24Z,,,,bachelor,,,,,,entry,unspecified,False
20a293d21ab95ea9,help_desk_it_admin,Systems Administrator,Commonwealth of Kentucky,"Frankfort, KY, US",indeed,https://www.indeed.com/viewjob?jk=9c369b12998c8f80,2026-06-09,2026-06-09T20:41:24Z,,,,high_school,,,,,,unclear,unspecified,False
c1faa6db74db9aeb,help_desk_it_admin,Systems Administrator,Army & Airforce Exchange Service,"Dallas, TX, US",indeed,https://www.indeed.com/viewjob?jk=40301c09792eee4f,2026-06-09,2026-06-09T20:41:24Z,,,,,,,,,,unclear,unspecified,False
e0f9238cbe5aedcc,help_desk_it_admin,IT Systems Administrator,Hancock Regional Hospital,"Greenfield, IN, US",indeed,https://www.indeed.com/viewjob?jk=90ff351f865ee123,2026-06-09,2026-06-09T20:41:24Z,,,,bachelor,,,,24x7|rotating,Microsoft Defender|PowerShell|Active Directory|Linux|TCP/IP|Office 365 / M365|VMware,entry,unspecified,False
b6e5f1bd2f1c994d,help_desk_it_admin,ServiceNow System Administrator,U.S. Bank,"Charlotte, NC, US",indeed,https://www.indeed.com/viewjob?jk=94e08aa2ad957329,2026-06-09,2026-06-09T20:41:24Z,,,,,,,,24x7,Ticketing (ServiceNow/Jira),unclear,unspecified,False
533788b819b5bba2,help_desk_it_admin,ServiceNow System Administrator,U.S. Bank,"Brookfield, WI, US",indeed,https://www.indeed.com/viewjob?jk=986349a88ae06f61,2026-06-09,2026-06-09T20:41:24Z,,,,,,,,24x7,Ticketing (ServiceNow/Jira),unclear,unspecified,False
46c71f89a1645389,help_desk_it_admin,ServiceNow System Administrator,U.S. Bank,"Hopkins, MN, US",indeed,https://www.indeed.com/viewjob?jk=757120f2100bb5c8,2026-06-09,2026-06-09T20:41:24Z,,,,,,,,24x7,Ticketing (ServiceNow/Jira),unclear,unspecified,False
095aad7ba17a3e60,help_desk_it_admin,ServiceNow System Administrator,U.S. Bank,"Irving, TX, US",indeed,https://www.indeed.com/viewjob?jk=90edd15ed7e30d2b,2026-06-09,2026-06-09T20:41:24Z,,,,,,,,24x7,Ticketing (ServiceNow/Jira),unclear,unspecified,False
0b748e740502c973,help_desk_it_admin,Systems Administrator Jr,Athens Technical College,"Athens, GA, US",indeed,https://www.indeed.com/viewjob?jk=715a0a0c419c9e3e,2026-06-09,2026-06-09T20:41:24Z,CCNA|MCSE,,,associate,,,,,PowerShell|Python|Bash|Active Directory|Linux|Office 365 / M365|VMware,entry,unspecified,False
ae9d5c30623edb93,help_desk_it_admin,IT Support Specialist,URT,"Janesville, WI, US",indeed,https://www.indeed.com/viewjob?jk=7d28c49049ea11ba,2026-06-09,2026-06-09T20:41:24Z,,,,associate,,,,,Office 365 / M365,unclear,unspecified,False
d32a9896d5ae8fb1,help_desk_it_admin,Junior IT Systems Administrator,PSI CRO,"King of Prussia, PA, US",indeed,https://www.indeed.com/viewjob?jk=43fe455ca6d46a5a,2026-06-09,2026-06-09T20:41:24Z,,,,,,,,,,entry,unspecified,False
7281511a917f6bea,help_desk_it_admin,Systems Administrator - TS/SCI w/Poly,Peraton,"Linthicum Heights, MD, US",indeed,https://www.indeed.com/viewjob?jk=3fe7d0b4663589b0,2026-06-09,2026-06-09T20:41:24Z,,,,bachelor,ts_sci,,,,Linux,unclear,unspecified,False
2976eac377758331,help_desk_it_admin,IT Helpdesk Support Service Specialist,Everforth ECS,"Huntsville, AL, US",indeed,https://www.indeed.com/viewjob?jk=86d9e46796836d2b,2026-06-09,2026-06-09T20:41:24Z,,,,,secret,,,24x7,,entry,unspecified,False
4f10033e5b4fdc72,help_desk_it_admin,Systems Administrator,Advance2000,"Buffalo, NY, US",indeed,https://www.indeed.com/viewjob?jk=cda17dfe63e8c5cb,2026-06-09,2026-06-09T20:41:24Z,,,,,,,,,Active Directory|Office 365 / M365,entry,unspecified,False
ec9770a883e8bd7f,help_desk_it_admin,IT Support Specialist,Alphanumeric Systems Inc,"Zebulon, NC, US",indeed,https://www.indeed.com/viewjob?jk=53641f3910ae25a6,2026-06-09,2026-06-09T20:41:24Z,,,,,,,,,,unclear,unspecified,False
089fdd9886b63854,help_desk_it_admin,Systems Administrator - Client Facing | MSP | 2+ Years Exp,Cypress Networks,"Greensboro, NC, US",indeed,https://www.indeed.com/viewjob?jk=ec20386fc8ef662e,2026-06-09,2026-06-09T20:41:24Z,,2,,,,,,,Office 365 / M365,entry,unspecified,False
8499c82658ba3b49,help_desk_it_admin,Systems Administrator (5832),"GVI, Inc.","Arlington, VA, US",indeed,https://www.indeed.com/viewjob?jk=803b4f9aca58886e,2026-06-09,2026-06-09T20:41:24Z,,,,bachelor,,,,,,entry,unspecified,False
f911f78617413d36,help_desk_it_admin,Endpoint System Administrator,Capitol Federal,"Topeka, KS, US",indeed,https://www.indeed.com/viewjob?jk=1fcde9fdad902b93,2026-06-09,2026-06-09T20:41:24Z,A+,,,,,,,,Active Directory|TCP/IP|Office 365 / M365,entry,unspecified,False
fe90f1d85054949b,help_desk_it_admin,IT Administrator,"Clerk of the 18th Judicial Circuit Court for Dupage County, Illinois","Wheaton, IL, US",indeed,https://www.indeed.com/viewjob?jk=9d125521f66a38f7,2026-06-09,2026-06-09T20:41:24Z,,,,,,,,,Active Directory|Office 365 / M365,unclear,unspecified,False
ae98a7ba755425db,help_desk_it_admin,System Administrator,JRH Consultants,"Cincinnati, OH, US",indeed,https://www.indeed.com/viewjob?jk=06b93857e917a409,2026-06-09,2026-06-09T20:41:24Z,Network+|CCNA|ITIL,,,,,,,,Active Directory|Linux|Ticketing (ServiceNow/Jira)|Office 365 / M365,entry,unspecified,False
a52080d015e0d668,help_desk_it_admin,"System Administrator, Journeyman",Peraton,"Herndon, VA, US",indeed,https://www.indeed.com/viewjob?jk=e41e13d18b5fbe64,2026-06-09,2026-06-09T20:41:24Z,GSEC,,,bachelor,ts_sci,,,,PowerShell|Python|Bash|Linux,unclear,unspecified,False
42e8ecceabf042df,help_desk_it_admin,Temporary IT Administrator,St. Anne's Family Services,"Los Angeles, CA, US",indeed,https://www.indeed.com/viewjob?jk=94bf28325bb3e224,2026-06-08,2026-06-09T20:41:24Z,,,,bachelor,,,,,Active Directory,unclear,unspecified,False
8d7edcb5f91e1e19,help_desk_it_admin,Physical Security System Administrator 1,"M.C. Dean, Inc.","San Jose, CA, US",indeed,https://www.indeed.com/viewjob?jk=6133c20950c88512,2026-06-08,2026-06-09T20:41:24Z,,,,bachelor,,,,,,entry,unspecified,False
271c29740630f741,help_desk_it_admin,RevOps Systems Administrator,Hireology,"Chicago, IL, US",indeed,https://www.indeed.com/viewjob?jk=11c92b4ddb2baa3d,2026-06-08,2026-06-09T20:41:24Z,,,,,,,,,Ticketing (ServiceNow/Jira),entry,unspecified,False
d4fadac2cbf1ae73,help_desk_it_admin,Capital Reporting System Administrator,"King County, WA","Seattle, WA, US",indeed,https://www.indeed.com/viewjob?jk=f6b146fa920f43ac,2026-06-08,2026-06-09T20:41:24Z,,,,,,,,,,unclear,unspecified,False
16cd9604ad8e06c6,help_desk_it_admin,Jr. System Admin - Entry Level,GUDEL,"Ann Arbor, MI, US",indeed,https://www.indeed.com/viewjob?jk=3b19d5b4eb55b45c,2026-06-08,2026-06-09T20:41:24Z,,1,2,associate,,,,,PowerShell|Active Directory,entry,unspecified,False
